Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,9021,1975,3,28.4,Y
IDCJAC0002,9021,1975,4,24,Y
IDCJAC0002,9021,1975,5,21.8,Y
IDCJAC0002,9021,1975,6,19.4,Y
IDCJAC0002,9021,1975,7,18.2,Y
IDCJAC0002,9021,1975,8,18.3,Y
IDCJAC0002,9021,1975,9,19.9,Y
IDCJAC0002,9021,1975,10,22,Y
IDCJAC0002,9021,1975,11,24.9,Y
IDCJAC0002,9021,1975,12,30.7,Y
IDCJAC0002,9021,1976,1,30.8,Y
IDCJAC0002,9021,1976,2,33.8,Y
IDCJAC0002,9021,1976,3,31,Y
IDCJAC0002,9021,1976,4,26.5,Y
IDCJAC0002,9021,1976,5,22.9,Y
IDCJAC0002,9021,1976,6,19.6,Y
IDCJAC0002,9021,1976,7,19.5,Y
IDCJAC0002,9021,1976,8,18.8,Y
IDCJAC0002,9021,1976,9,20.7,Y
IDCJAC0002,9021,1976,10,23.5,Y
IDCJAC0002,9021,1976,11,24,Y
IDCJAC0002,9021,1976,12,28.4,Y
IDCJAC0002,9021,1977,1,32.1,Y
IDCJAC0002,9021,1977,2,33.7,Y
IDCJAC0002,9021,1977,3,28.3,Y
IDCJAC0002,9021,1977,4,27.8,Y
IDCJAC0002,9021,1977,5,21,Y
IDCJAC0002,9021,1977,6,19.5,Y
IDCJAC0002,9021,1977,7,19.4,Y
IDCJAC0002,9021,1977,8,18.9,Y
IDCJAC0002,9021,1977,9,19.9,Y
IDCJAC0002,9021,1977,10,22.7,Y
IDCJAC0002,9021,1977,11,26.3,Y
IDCJAC0002,9021,1977,12,31.6,Y
IDCJAC0002,9021,1978,1,34,Y
IDCJAC0002,9021,1978,2,33,Y
IDCJAC0002,9021,1978,3,32,Y
IDCJAC0002,9021,1978,4,28,Y
IDCJAC0002,9021,1978,5,21.6,Y
IDCJAC0002,9021,1978,6,18,Y
IDCJAC0002,9021,1978,7,16.9,Y
IDCJAC0002,9021,1978,8,19.4,Y
IDCJAC0002,9021,1978,9,19.2,Y
IDCJAC0002,9021,1978,10,23.1,Y
IDCJAC0002,9021,1978,11,27.1,Y
IDCJAC0002,9021,1978,12,29.7,Y
IDCJAC0002,9021,1979,1,31,Y
IDCJAC0002,9021,1979,2,31.6,Y
IDCJAC0002,9021,1979,3,29.7,Y
IDCJAC0002,9021,1979,4,24.5,Y
IDCJAC0002,9021,1979,5,21.1,Y
IDCJAC0002,9021,1979,6,19.2,Y
IDCJAC0002,9021,1979,7,18.2,Y
IDCJAC0002,9021,1979,8,17.5,Y
IDCJAC0002,9021,1979,9,19.1,Y
IDCJAC0002,9021,1979,10,22.9,Y
IDCJAC0002,9021,1979,11,25.6,Y
IDCJAC0002,9021,1979,12,30.6,Y
IDCJAC0002,9021,1980,1,34,Y
IDCJAC0002,9021,1980,2,31.9,Y
IDCJAC0002,9021,1980,3,31.1,Y
IDCJAC0002,9021,1980,4,23.5,Y
IDCJAC0002,9021,1980,5,22,Y
IDCJAC0002,9021,1980,6,17.8,Y
IDCJAC0002,9021,1980,7,17.5,Y
IDCJAC0002,9021,1980,8,18.7,Y
IDCJAC0002,9021,1980,9,19.7,Y
IDCJAC0002,9021,1980,10,20.5,Y
IDCJAC0002,9021,1980,11,24.4,Y
IDCJAC0002,9021,1980,12,28,Y
IDCJAC0002,9021,1981,1,33.4,Y
IDCJAC0002,9021,1981,2,29.4,Y
IDCJAC0002,9021,1981,3,29.9,Y
IDCJAC0002,9021,1981,4,26.6,Y
IDCJAC0002,9021,1981,5,22.2,Y
IDCJAC0002,9021,1981,6,16.8,Y
IDCJAC0002,9021,1981,7,17.3,Y
IDCJAC0002,9021,1981,8,17.6,Y
IDCJAC0002,9021,1981,9,20.7,Y
IDCJAC0002,9021,1981,10,23,Y
IDCJAC0002,9021,1981,11,23.4,Y
IDCJAC0002,9021,1981,12,27.9,Y
IDCJAC0002,9021,1982,1,29.4,Y
IDCJAC0002,9021,1982,2,32.6,Y
IDCJAC0002,9021,1982,3,28.4,Y
IDCJAC0002,9021,1982,4,26,Y
