Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,40913,2024,7,8,20.8,1,Y
IDCJAC0010,40913,2024,6,3,20.7,1,N
IDCJAC0010,40913,2024,7,13,20.7,1,Y
IDCJAC0010,40913,2024,6,22,20.6,1,N
IDCJAC0010,40913,2024,7,19,20.6,1,Y
IDCJAC0010,40913,2024,5,16,20.4,1,Y
IDCJAC0010,40913,2024,7,29,20.4,1,Y
IDCJAC0010,40913,2024,8,8,20.4,1,Y
IDCJAC0010,40913,2024,6,17,20.2,1,N
IDCJAC0010,40913,2024,8,14,20.2,1,Y
IDCJAC0010,40913,2024,7,1,20.1,1,Y
IDCJAC0010,40913,2024,7,3,20,1,Y
IDCJAC0010,40913,2024,6,7,19.9,1,Y
IDCJAC0010,40913,2024,7,14,19.7,1,Y
IDCJAC0010,40913,2024,7,15,19,1,Y
IDCJAC0010,40913,2024,7,18,19,1,Y
IDCJAC0010,40913,2024,7,16,18.5,1,Y
IDCJAC0010,40913,2024,7,2,16.6,1,Y
IDCJAC0010,40913,2024,7,17,16.4,1,Y
