Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,94029,2024,2,19,14.9,1,Y
IDCJAC0011,94029,2024,12,3,14.9,1,Y
IDCJAC0011,94029,2024,1,31,15,1,Y
IDCJAC0011,94029,2024,2,4,15,1,Y
IDCJAC0011,94029,2024,12,1,15,1,Y
IDCJAC0011,94029,2024,12,16,15,1,Y
IDCJAC0011,94029,2024,2,21,15.1,1,Y
IDCJAC0011,94029,2024,1,7,15.2,1,N
IDCJAC0011,94029,2024,1,16,15.2,1,N
IDCJAC0011,94029,2024,2,12,15.3,1,N
IDCJAC0011,94029,2024,1,2,15.4,1,N
IDCJAC0011,94029,2024,1,25,15.4,1,N
IDCJAC0011,94029,2024,11,17,15.7,1,N
IDCJAC0011,94029,2024,3,12,15.8,1,N
IDCJAC0011,94029,2024,11,27,15.8,1,N
IDCJAC0011,94029,2024,12,2,16,1,Y
IDCJAC0011,94029,2024,1,3,16.2,1,N
IDCJAC0011,94029,2024,2,1,16.2,1,Y
IDCJAC0011,94029,2024,1,12,16.4,1,N
IDCJAC0011,94029,2024,2,23,16.9,1,Y
IDCJAC0011,94029,2024,3,10,16.9,1,N
IDCJAC0011,94029,2024,3,19,17,1,N
IDCJAC0011,94029,2024,1,29,17.7,1,N
IDCJAC0011,94029,2024,2,22,17.9,1,N
IDCJAC0011,94029,2024,1,17,19.2,1,N
IDCJAC0011,94029,2024,2,20,,,
IDCJAC0011,94029,2024,2,28,,,
IDCJAC0011,94029,2024,2,29,,,
IDCJAC0011,94029,2024,3,8,,,
