Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,86338,2025,4,15,11.8,1,Y
IDCJAC0011,86338,2025,2,18,11.9,1,N
IDCJAC0011,86338,2025,3,4,11.9,1,N
IDCJAC0011,86338,2025,4,7,11.9,1,Y
IDCJAC0011,86338,2025,5,29,12,1,Y
IDCJAC0011,86338,2025,10,3,12,1,N
IDCJAC0011,86338,2025,4,3,12.2,1,Y
IDCJAC0011,86338,2025,4,4,12.3,1,Y
IDCJAC0011,86338,2025,10,19,12.3,1,N
IDCJAC0011,86338,2025,3,19,12.4,1,N
IDCJAC0011,86338,2025,5,24,12.5,1,Y
IDCJAC0011,86338,2025,10,9,12.5,1,N
IDCJAC0011,86338,2025,5,26,12.7,1,Y
IDCJAC0011,86338,2025,10,20,12.7,1,N
IDCJAC0011,86338,2025,3,25,12.8,1,N
IDCJAC0011,86338,2025,1,8,12.9,1,Y
IDCJAC0011,86338,2025,9,24,12.9,1,Y
IDCJAC0011,86338,2025,9,8,13.1,1,Y
IDCJAC0011,86338,2025,1,23,13.2,1,Y
IDCJAC0011,86338,2025,1,31,13.2,1,Y
IDCJAC0011,86338,2025,9,26,13.2,1,Y
IDCJAC0011,86338,2025,9,30,13.4,1,Y
IDCJAC0011,86338,2025,10,11,13.4,1,N
IDCJAC0011,86338,2025,10,17,13.4,1,N
IDCJAC0011,86338,2025,4,29,13.5,1,Y
IDCJAC0011,86338,2025,2,15,13.6,1,N
IDCJAC0011,86338,2025,4,23,13.6,1,Y
IDCJAC0011,86338,2025,9,19,13.6,1,Y
IDCJAC0011,86338,2025,1,16,13.7,1,Y
IDCJAC0011,86338,2025,2,22,13.7,1,N
IDCJAC0011,86338,2025,4,1,13.7,1,Y
IDCJAC0011,86338,2025,4,10,13.7,1,Y
IDCJAC0011,86338,2025,4,21,13.7,1,Y
IDCJAC0011,86338,2025,10,10,13.7,1,N
IDCJAC0011,86338,2025,4,22,14,1,Y
IDCJAC0011,86338,2025,4,24,14,1,Y
IDCJAC0011,86338,2025,3,24,14.2,1,N
IDCJAC0011,86338,2025,1,2,14.3,1,Y
IDCJAC0011,86338,2025,9,15,14.4,1,Y
IDCJAC0011,86338,2025,1,7,14.5,1,Y
IDCJAC0011,86338,2025,3,5,14.5,1,N
IDCJAC0011,86338,2025,3,14,14.5,1,N
IDCJAC0011,86338,2025,3,28,14.5,1,N
IDCJAC0011,86338,2025,1,24,14.6,1,Y
IDCJAC0011,86338,2025,3,27,14.6,1,N
IDCJAC0011,86338,2025,3,1,14.8,1,N
IDCJAC0011,86338,2025,5,5,14.8,1,Y
IDCJAC0011,86338,2025,1,1,14.9,1,Y
IDCJAC0011,86338,2025,2,1,14.9,1,N
IDCJAC0011,86338,2025,3,31,14.9,1,N
IDCJAC0011,86338,2025,2,20,15,1,Y
IDCJAC0011,86338,2025,3,20,15.1,1,Y
IDCJAC0011,86338,2025,4,17,15.1,1,Y
IDCJAC0011,86338,2025,10,5,15.2,1,N
IDCJAC0011,86338,2025,2,19,15.3,1,N
IDCJAC0011,86338,2025,3,15,15.4,1,N
IDCJAC0011,86338,2025,1,29,15.5,1,Y
IDCJAC0011,86338,2025,1,30,15.5,1,Y
IDCJAC0011,86338,2025,2,26,15.5,1,N
IDCJAC0011,86338,2025,3,21,15.5,1,N
IDCJAC0011,86338,2025,3,8,15.6,1,N
IDCJAC0011,86338,2025,3,26,15.6,1,N
IDCJAC0011,86338,2025,4,26,15.6,1,Y
IDCJAC0011,86338,2025,2,25,15.7,1,N
IDCJAC0011,86338,2025,9,16,15.7,1,Y
IDCJAC0011,86338,2025,4,27,15.8,1,Y
IDCJAC0011,86338,2025,2,24,15.9,1,N
IDCJAC0011,86338,2025,3,2,15.9,1,N
IDCJAC0011,86338,2025,1,19,16,1,Y
IDCJAC0011,86338,2025,4,13,16,1,Y
IDCJAC0011,86338,2025,4,16,16,1,Y
IDCJAC0011,86338,2025,1,17,16.1,1,Y
IDCJAC0011,86338,2025,1,18,16.1,1,Y
IDCJAC0011,86338,2025,5,7,16.1,1,Y
IDCJAC0011,86338,2025,1,4,16.2,1,Y
IDCJAC0011,86338,2025,3,7,16.2,1,N
IDCJAC0011,86338,2025,4,11,16.2,1,Y
IDCJAC0011,86338,2025,3,29,16.3,1,N
IDCJAC0011,86338,2025,4,25,16.3,1,Y
IDCJAC0011,86338,2025,3,30,16.4,1,N
IDCJAC0011,86338,2025,1,25,16.7,1,Y
IDCJAC0011,86338,2025,1,26,16.8,1,Y
IDCJAC0011,86338,2025,2,14,16.8,1,N
IDCJAC0011,86338,2025,2,6,16.9,1,N
IDCJAC0011,86338,2025,1,27,17,1,Y
IDCJAC0011,86338,2025,1,6,17.1,1,Y
IDCJAC0011,86338,2025,2,8,17.4,1,N
IDCJAC0011,86338,2025,2,28,17.4,1,N
IDCJAC0011,86338,2025,2,5,17.5,1,N
IDCJAC0011,86338,2025,4,19,17.5,1,Y
IDCJAC0011,86338,2025,5,6,17.5,1,Y
IDCJAC0011,86338,2025,1,22,17.6,1,Y
IDCJAC0011,86338,2025,2,9,17.6,1,N
IDCJAC0011,86338,2025,4,18,17.6,1,Y
IDCJAC0011,86338,2025,2,2,17.8,1,N
IDCJAC0011,86338,2025,1,9,18,1,Y
IDCJAC0011,86338,2025,1,14,18,1,Y
IDCJAC0011,86338,2025,2,27,18,1,N
IDCJAC0011,86338,2025,1,10,18.1,1,Y
IDCJAC0011,86338,2025,3,13,18.1,1,N
IDCJAC0011,86338,2025,4,14,18.1,1,Y
IDCJAC0011,86338,2025,1,28,18.2,1,Y
IDCJAC0011,86338,2025,3,6,18.2,1,N
IDCJAC0011,86338,2025,1,20,18.3,1,Y
IDCJAC0011,86338,2025,3,9,18.3,1,N
IDCJAC0011,86338,2025,2,12,18.4,1,N
IDCJAC0011,86338,2025,4,20,18.6,1,Y
IDCJAC0011,86338,2025,2,10,18.7,1,N
IDCJAC0011,86338,2025,1,15,18.8,1,Y
IDCJAC0011,86338,2025,1,11,18.9,1,Y
IDCJAC0011,86338,2025,1,13,18.9,1,Y
IDCJAC0011,86338,2025,2,11,19,1,N
IDCJAC0011,86338,2025,1,5,19.2,1,Y
IDCJAC0011,86338,2025,1,21,19.3,1,Y
IDCJAC0011,86338,2025,2,7,19.6,1,N
IDCJAC0011,86338,2025,3,11,19.8,1,N
IDCJAC0011,86338,2025,3,16,20.1,1,N
IDCJAC0011,86338,2025,1,12,20.5,1,Y
IDCJAC0011,86338,2025,3,12,20.6,1,N
IDCJAC0011,86338,2025,2,3,20.9,1,N
IDCJAC0011,86338,2025,3,10,21.8,1,N
IDCJAC0011,86338,2025,2,13,22.6,1,N
IDCJAC0011,86338,2025,2,4,24.1,1,N
IDCJAC0011,86338,2025,2,23,26.2,1,N
