Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,23000,2024,9,25,19.6,1,Y
IDCJAC0010,23000,2024,10,18,19.6,1,Y
IDCJAC0010,23000,2024,4,25,19.4,1,N
IDCJAC0010,23000,2024,10,24,19.4,1,Y
IDCJAC0010,23000,2024,6,11,19.3,1,N
IDCJAC0010,23000,2024,9,1,19.3,1,Y
IDCJAC0010,23000,2024,5,1,19.2,1,Y
IDCJAC0010,23000,2024,5,24,19.2,1,Y
IDCJAC0010,23000,2024,7,23,19.1,1,Y
IDCJAC0010,23000,2024,7,31,19.1,1,Y
IDCJAC0010,23000,2024,5,12,19,1,Y
IDCJAC0010,23000,2024,10,5,19,1,Y
IDCJAC0010,23000,2024,4,9,18.8,1,N
IDCJAC0010,23000,2024,8,25,18.8,1,N
IDCJAC0010,23000,2024,9,22,18.8,1,Y
IDCJAC0010,23000,2024,8,30,18.6,1,N
IDCJAC0010,23000,2024,4,24,18.5,1,N
IDCJAC0010,23000,2024,7,6,18.5,1,Y
IDCJAC0010,23000,2024,9,7,18.5,1,Y
IDCJAC0010,23000,2024,8,7,18.4,1,N
IDCJAC0010,23000,2024,9,8,18.4,1,Y
IDCJAC0010,23000,2024,4,18,18.3,1,N
IDCJAC0010,23000,2024,9,16,18.3,1,Y
IDCJAC0010,23000,2024,9,11,18.2,1,Y
IDCJAC0010,23000,2024,9,29,18.2,1,Y
IDCJAC0010,23000,2024,6,12,18.1,1,N
IDCJAC0010,23000,2024,7,5,18.1,1,Y
IDCJAC0010,23000,2024,8,20,18.1,1,N
IDCJAC0010,23000,2024,9,9,18.1,1,Y
IDCJAC0010,23000,2024,5,20,18,1,Y
IDCJAC0010,23000,2024,5,30,18,1,Y
IDCJAC0010,23000,2024,8,2,18,1,N
IDCJAC0010,23000,2024,9,12,18,1,Y
IDCJAC0010,23000,2024,6,19,17.9,1,N
IDCJAC0010,23000,2024,8,10,17.9,1,N
IDCJAC0010,23000,2024,8,31,17.8,1,N
IDCJAC0010,23000,2024,4,30,17.7,1,N
IDCJAC0010,23000,2024,6,9,17.7,1,N
IDCJAC0010,23000,2024,8,18,17.7,1,N
IDCJAC0010,23000,2024,9,26,17.7,1,Y
IDCJAC0010,23000,2024,4,26,17.6,1,N
IDCJAC0010,23000,2024,5,23,17.6,1,Y
IDCJAC0010,23000,2024,8,21,17.6,1,N
IDCJAC0010,23000,2024,5,31,17.5,1,Y
IDCJAC0010,23000,2024,7,22,17.5,1,Y
IDCJAC0010,23000,2024,8,1,17.5,1,N
IDCJAC0010,23000,2024,8,26,17.5,1,N
IDCJAC0010,23000,2024,8,28,17.5,1,N
IDCJAC0010,23000,2024,6,5,17.4,1,N
IDCJAC0010,23000,2024,5,18,17.3,1,Y
IDCJAC0010,23000,2024,6,14,17.3,1,N
IDCJAC0010,23000,2024,7,26,17.2,1,Y
IDCJAC0010,23000,2024,7,4,17.1,1,Y
IDCJAC0010,23000,2024,7,10,17.1,1,Y
IDCJAC0010,23000,2024,6,6,17,1,N
IDCJAC0010,23000,2024,9,21,17,1,Y
IDCJAC0010,23000,2024,7,30,16.9,1,Y
IDCJAC0010,23000,2024,8,16,16.9,1,N
IDCJAC0010,23000,2024,7,9,16.8,1,Y
IDCJAC0010,23000,2024,9,15,16.7,1,Y
IDCJAC0010,23000,2024,9,13,16.5,1,Y
IDCJAC0010,23000,2024,9,20,16.5,1,Y
IDCJAC0010,23000,2024,5,22,16.4,1,Y
IDCJAC0010,23000,2024,6,2,16.4,1,N
IDCJAC0010,23000,2024,6,16,16.4,1,N
IDCJAC0010,23000,2024,6,27,16.4,1,N
IDCJAC0010,23000,2024,5,21,16.2,1,Y
IDCJAC0010,23000,2024,8,3,16.2,1,N
IDCJAC0010,23000,2024,9,2,16.1,1,Y
IDCJAC0010,23000,2024,5,19,16,1,Y
IDCJAC0010,23000,2024,6,1,16,1,N
IDCJAC0010,23000,2024,6,13,16,1,N
IDCJAC0010,23000,2024,6,21,16,1,N
IDCJAC0010,23000,2024,9,14,16,1,Y
IDCJAC0010,23000,2024,8,6,15.9,1,N
IDCJAC0010,23000,2024,9,6,15.9,1,Y
IDCJAC0010,23000,2024,9,19,15.9,1,Y
IDCJAC0010,23000,2024,6,28,15.8,1,N
IDCJAC0010,23000,2024,7,12,15.8,1,Y
IDCJAC0010,23000,2024,7,13,15.8,1,Y
IDCJAC0010,23000,2024,8,9,15.8,1,N
IDCJAC0010,23000,2024,6,8,15.7,1,N
IDCJAC0010,23000,2024,7,25,15.7,1,Y
IDCJAC0010,23000,2024,6,7,15.6,1,Y
IDCJAC0010,23000,2024,7,21,15.5,1,Y
IDCJAC0010,23000,2024,8,5,15.5,1,N
