Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,40913,2024,12,13,21.3,1,Y
IDCJAC0011,40913,2024,1,14,21.4,1,N
IDCJAC0011,40913,2024,3,11,21.4,1,Y
IDCJAC0011,40913,2024,4,8,21.4,1,Y
IDCJAC0011,40913,2024,2,19,21.5,1,Y
IDCJAC0011,40913,2024,2,21,21.5,1,Y
IDCJAC0011,40913,2024,3,9,21.5,1,Y
IDCJAC0011,40913,2024,11,27,21.5,1,N
IDCJAC0011,40913,2024,2,2,21.6,1,Y
IDCJAC0011,40913,2024,2,11,21.6,1,Y
IDCJAC0011,40913,2024,12,21,21.6,1,Y
IDCJAC0011,40913,2024,1,1,21.7,1,N
IDCJAC0011,40913,2024,1,8,21.7,1,N
IDCJAC0011,40913,2024,1,24,21.7,1,N
IDCJAC0011,40913,2024,3,5,21.7,1,Y
IDCJAC0011,40913,2024,11,7,21.7,1,N
IDCJAC0011,40913,2024,11,12,21.7,1,N
IDCJAC0011,40913,2024,3,2,21.8,1,Y
IDCJAC0011,40913,2024,11,11,21.8,1,N
IDCJAC0011,40913,2024,1,11,21.9,1,N
IDCJAC0011,40913,2024,2,8,21.9,1,Y
IDCJAC0011,40913,2024,2,14,21.9,1,Y
IDCJAC0011,40913,2024,2,28,21.9,1,Y
IDCJAC0011,40913,2024,12,8,21.9,1,Y
IDCJAC0011,40913,2024,12,15,21.9,1,Y
IDCJAC0011,40913,2024,12,2,22,1,Y
IDCJAC0011,40913,2024,10,24,22.1,1,Y
IDCJAC0011,40913,2024,11,16,22.1,1,N
IDCJAC0011,40913,2024,4,7,22.2,1,Y
IDCJAC0011,40913,2024,1,13,22.3,1,N
IDCJAC0011,40913,2024,2,16,22.3,1,Y
IDCJAC0011,40913,2024,3,21,22.3,1,Y
IDCJAC0011,40913,2024,11,10,22.3,1,N
IDCJAC0011,40913,2024,1,17,22.4,1,N
IDCJAC0011,40913,2024,1,4,22.5,1,N
IDCJAC0011,40913,2024,2,10,22.5,1,Y
IDCJAC0011,40913,2024,2,22,22.5,1,Y
IDCJAC0011,40913,2024,2,23,22.5,1,Y
IDCJAC0011,40913,2024,1,6,22.6,1,N
IDCJAC0011,40913,2024,1,16,22.6,1,N
IDCJAC0011,40913,2024,2,1,22.6,1,Y
IDCJAC0011,40913,2024,2,29,22.6,1,Y
IDCJAC0011,40913,2024,3,1,22.6,1,Y
IDCJAC0011,40913,2024,4,4,22.6,1,Y
IDCJAC0011,40913,2024,11,29,22.8,1,N
IDCJAC0011,40913,2024,11,30,22.8,1,N
IDCJAC0011,40913,2024,2,25,22.9,1,Y
IDCJAC0011,40913,2024,11,28,22.9,1,N
IDCJAC0011,40913,2024,12,23,22.9,1,Y
IDCJAC0011,40913,2024,12,1,23,1,Y
IDCJAC0011,40913,2024,1,5,23.1,1,N
IDCJAC0011,40913,2024,1,26,23.1,1,N
IDCJAC0011,40913,2024,2,5,23.1,1,Y
IDCJAC0011,40913,2024,2,26,23.1,1,Y
IDCJAC0011,40913,2024,11,9,23.1,1,N
IDCJAC0011,40913,2024,12,3,23.1,1,Y
IDCJAC0011,40913,2024,12,7,23.1,1,Y
IDCJAC0011,40913,2024,1,31,23.2,1,N
IDCJAC0011,40913,2024,12,29,23.2,1,Y
IDCJAC0011,40913,2024,1,19,23.3,1,N
IDCJAC0011,40913,2024,12,5,23.3,1,Y
IDCJAC0011,40913,2024,12,17,23.4,1,Y
