Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,23000,2024,1,9,13.9,1,Y
IDCJAC0011,23000,2024,4,23,13.9,1,N
IDCJAC0011,23000,2024,10,5,13.9,1,Y
IDCJAC0011,23000,2024,10,26,13.9,1,Y
IDCJAC0011,23000,2024,12,14,13.9,1,Y
IDCJAC0011,23000,2024,12,30,14,1,Y
IDCJAC0011,23000,2024,12,31,14,1,Y
IDCJAC0011,23000,2024,3,4,14.1,1,Y
IDCJAC0011,23000,2024,3,28,14.1,1,Y
IDCJAC0011,23000,2024,1,17,14.2,1,Y
IDCJAC0011,23000,2024,1,22,14.2,1,Y
IDCJAC0011,23000,2024,2,2,14.2,1,N
IDCJAC0011,23000,2024,2,8,14.2,1,N
IDCJAC0011,23000,2024,10,14,14.2,1,Y
IDCJAC0011,23000,2024,1,11,14.3,1,Y
IDCJAC0011,23000,2024,9,28,14.3,1,Y
IDCJAC0011,23000,2024,11,18,14.3,1,N
IDCJAC0011,23000,2024,12,29,14.3,1,Y
IDCJAC0011,23000,2024,2,3,14.4,1,N
IDCJAC0011,23000,2024,5,30,14.4,1,Y
IDCJAC0011,23000,2024,3,23,14.5,1,Y
IDCJAC0011,23000,2024,8,20,14.5,1,N
IDCJAC0011,23000,2024,12,2,14.5,1,Y
IDCJAC0011,23000,2024,12,13,14.5,1,Y
IDCJAC0011,23000,2024,1,10,14.6,1,Y
IDCJAC0011,23000,2024,11,2,14.6,1,N
IDCJAC0011,23000,2024,8,15,14.7,1,Y
IDCJAC0011,23000,2024,10,13,14.7,1,Y
IDCJAC0011,23000,2024,11,21,14.7,1,N
IDCJAC0011,23000,2024,1,28,14.8,1,Y
IDCJAC0011,23000,2024,3,30,14.9,1,Y
IDCJAC0011,23000,2024,1,26,15,1,Y
IDCJAC0011,23000,2024,3,1,15,1,Y
IDCJAC0011,23000,2024,11,11,15,1,N
IDCJAC0011,23000,2024,11,28,15,1,N
IDCJAC0011,23000,2024,6,11,15.1,1,N
IDCJAC0011,23000,2024,8,25,15.1,1,N
IDCJAC0011,23000,2024,11,13,15.1,1,N
IDCJAC0011,23000,2024,1,21,15.2,1,Y
IDCJAC0011,23000,2024,2,10,15.3,1,N
IDCJAC0011,23000,2024,12,27,15.3,1,Y
IDCJAC0011,23000,2024,3,2,15.4,1,Y
IDCJAC0011,23000,2024,10,18,15.4,1,Y
IDCJAC0011,23000,2024,2,11,15.5,1,N
IDCJAC0011,23000,2024,12,21,15.5,1,Y
IDCJAC0011,23000,2024,9,6,15.6,1,Y
IDCJAC0011,23000,2024,11,3,15.6,1,N
IDCJAC0011,23000,2024,11,27,15.6,1,N
IDCJAC0011,23000,2024,4,2,15.9,1,N
IDCJAC0011,23000,2024,3,29,16,1,Y
IDCJAC0011,23000,2024,8,13,16.1,1,N
IDCJAC0011,23000,2024,12,1,16.1,1,Y
IDCJAC0011,23000,2024,12,19,16.1,1,Y
IDCJAC0011,23000,2024,1,29,16.3,1,Y
IDCJAC0011,23000,2024,11,30,16.3,1,N
IDCJAC0011,23000,2024,12,9,16.4,1,Y
IDCJAC0011,23000,2024,3,31,16.5,1,Y
IDCJAC0011,23000,2024,10,22,16.5,1,Y
IDCJAC0011,23000,2024,12,28,16.6,1,Y
IDCJAC0011,23000,2024,3,15,16.7,1,Y
IDCJAC0011,23000,2024,2,23,16.8,1,N
IDCJAC0011,23000,2024,10,3,16.8,1,Y
IDCJAC0011,23000,2024,1,2,16.9,1,Y
